tx_id,visible_in_degree
94409738,0
94409746,1
94409748,1
94409971,1
94409978,1
94410215,1
94410284,1
94410480,1
94410627,1
94411053,1
94411128,1
94411758,1
94411762,1
94411821,1
94411827,1
94411985,1
94412080,1
94412426,1
94413485,0
94413911,0
94413918,1
94413919,1
94413924,1
94413931,0
94414288,1
94414949,1
94414955,0
94415277,0
94415392,1
94415398,1
94415991,0
94416461,1
94416465,1
94416500,0
94416949,1
94416953,1
94417084,1
94417315,1
94417321,0
94417804,1
94417808,1
94417811,1
94418833,0
94418838,0
94419029,0
94419061,0
94419251,0
94419256,0
94419311,1
94419692,0
94419701,0
94419726,0
94419884,0
94419958,1
94419968,1
94420111,1
94420125,1
94420132,1
94420733,1
94420735,0
94420895,1
94420947,1
94420948,1
94420962,1
94420989,1
94420994,1
94420997,1
94420999,1
94421011,1
94421115,1
94421222,1
94421245,1
94421251,1
94421493,1
94421495,1
94421500,1
94421506,1
94421743,1
94421756,1
94421758,1
94421981,1
94422199,1
94422214,1
94423054,1
94423275,1
94423454,1
94423642,1
94423828,1
94423992,1
94423997,1
94424005,1
94424010,1
94424203,1
94424207,1
94424210,1
94424213,1
94424214,1
94424217,1
94424221,1
94424357,1
94424369,1
94424375,1
94424602,1
94424607,1
94424613,1
94424622,1
94424626,1
94424629,1
94424703,1
94424709,1
94424710,1
94424928,1
94425145,1
94425147,1
94425151,1
94425229,1
94425237,1
94425340,1
94425342,1
94425344,1
94425355,1
94425753,1
94425760,1
94425768,1
94426002,1
94426004,1
94426077,1
94426082,1
94426190,1
94426199,1
94426203,1
94426207,1
94426209,1
94426260,1
94426707,1
94426933,1
94426968,1
94427198,1
94427392,1
94427396,1
94427399,1
94427402,1
94427405,1
94427407,1
94427410,1
94427417,1
94427420,1
94427634,1
94427639,1
94427712,1
94427717,1
94427961,1
94428091,1
94428307,1
94428422,1
94428677,1
94428679,1
94428681,1
94428684,1
94428689,1
94428692,1
94428695,1
94428703,1
94428706,1
94428902,1
94428909,1
94429110,1
94429113,1
94429165,1
94429173,1
94429318,1
94429324,1
94429635,1
94429699,1
94429878,2
94429895,2
94429898,0
94429903,9
94430325,0
94430337,0
94430355,0
94430420,1
94430996,0
94431004,0
94431193,0
94431200,1
94431409,0
94431413,0
94431630,0
94431739,1
94431916,0
94431948,1
94431950,1
94431956,2
94431960,0
94431962,0
94431963,1
94431972,0
94431973,0
94432179,1
94432188,0
94432595,0
94432603,0
94432612,0
94434040,0
94434250,1
94434254,1
94434288,1
94434513,1
94434515,0
94434518,1
94434583,1
94434852,1
94434856,1
94434859,0
94434990,0
94434994,0
94434997,0
94435082,0
94435529,1
94435754,0
94435940,1
94435941,1
94436045,0
94436228,0
94436612,1
94436712,1
94436725,1
94437179,1
94437751,0
94438480,1
94439263,1
94439441,0
94439448,0
94439487,0
94439733,0
94439799,0
94440025,0
94440429,1
94440441,1
94440477,1
94440553,1
94440684,1
94440687,1
94440691,0
94440861,1
94440882,0
94441258,0
94441495,0
94441511,0
94441550,0
94441558,0
94441576,1
94441581,0
94441601,1
94441606,0
94441608,0
94441614,0
94441911,0
94441915,0
94442034,1
94442039,1
94442099,0
94442101,1
94442106,1
94442308,1
94442317,0
94442552,0
94442812,1
94443097,0
94443336,0
94443339,0
94443342,1
94443347,0
94443351,0
94443356,1
94443360,1
94443590,1
94443594,0
94443597,1
94443604,1
94443605,0
94443607,1
94443611,1
94443923,3
94443926,0
94443927,0
94444088,3
94444095,0
94444096,1
94444322,3
94444608,8
94444616,2
94444671,2
94444672,1
94444681,2
94444924,3
94444931,0
94445088,3
94445106,1
94445199,6
94445761,3
94446428,6
94446816,2
94446866,2
94446877,4
94446894,4
94446904,4
94447251,4
94447792,2
94448017,3
94448273,4
94448950,4
94448962,4
94450075,2
94450153,4
94450397,2
94450407,2
94450413,4
94450438,9
94450743,1
94450751,6
94451438,0
94451444,4
94451885,3
94451890,3
94452188,4
94452558,2
94452569,4
94452928,1
94452935,0
94452952,4
94453512,1
94453514,1
94453526,1
94453536,0
94453559,0
94453562,0
94453841,15
94454022,0
94454217,12
94454219,0
94454229,0
94454315,0
94454588,13
94454796,0
94454924,5
94455847,0
94455953,3
94455959,2
94456070,3
94456177,3
94456187,4
94456194,9
94456798,1
94456810,7
94457021,3
94457030,9
94458726,2
94458733,3
94458740,4
94459679,4
94459686,6
94460551,3
94460554,0
94460555,0
94460753,0
94460756,0
94460758,0
94460766,4
94460768,0
94462534,1
94462541,3
94462546,0
94462548,0
94462549,0
94464117,1
94464397,1
94464398,1
94464400,1
94464517,1
94464664,1
94464669,1
94464673,1
94464833,1
94464836,1
94465216,1
94465218,1
94465220,1
94465404,1
94465432,1
94465604,1
94465608,0
94465610,1
94465615,1
94465623,1
94465634,1
94465637,1
94466057,1
94466275,1
94466453,1
94466457,1
94466461,1
94466465,1
94466472,1
94466475,1
94466483,1
94466490,1
94466496,1
94466499,1
94466503,1
94466741,1
94466748,1
94466958,2
94466964,1
94466966,1
94466967,1
94466975,0
94467173,0
94467425,1
94467929,2
94467964,1
94468460,1
94468862,0
94468919,1
94469130,1
94469137,0
94469337,1
94469413,0
94469417,3
94469567,1
94469591,1
94469598,1
94469847,1
94469887,1
94470102,1
94470103,1
94470107,1
94470109,1
94470235,1
94470328,1
94470331,1
94470451,1
94470515,1
94470519,1
94470771,1
94470904,1
94470916,1
94470925,1
94470934,1
94471032,1
94471607,1
94473628,0
94474183,0
94474186,1
94474211,0
94474213,1
94474545,1
94474547,1
94475603,1
94476022,0
94476776,3
94476823,3
94476825,0
94476826,1
94476829,2
94476833,0
94476834,0
94476835,2
94476996,1
94477015,1
94477201,1
94477417,1
94477690,1
94477699,1
94477702,1
94477704,1
94477723,1
94477728,1
94477765,1
94478001,1
94478159,1
94478165,1
94478202,1
94478207,1
94478356,2
94478361,1
94478399,3
94478761,2
94478766,1
94478802,1
94478808,1
94478812,2
94478988,1
94478990,1
94479184,1
94479192,1
94479224,1
94479545,1
94479548,1
94479558,1
94479563,2
94479750,1
94479770,1
94480006,1
94480008,1
94480182,1
94480191,1
94480202,1
94480436,1
94480803,1
94480853,1
94480858,1
94480982,1
94480988,1
94480995,2
94481074,1
94481081,1
94481088,1
94481162,1
94481271,1
94481275,1
94481280,1
94481286,1
94481288,1
94481353,1
94481682,1
94481705,1
94481929,1
94482163,1
94482168,1
94482370,1
94482375,2
94482382,1
94482386,1
94482824,1
94483060,1
94483062,1
94483067,1
94483232,2
94483369,1
94483567,0
94484515,0
94484632,0
94484707,0
94484806,1
94484807,0
94484821,1
94484823,0
94484827,0
94485284,1
94485627,1
94486178,1
94486456,1
94486704,2
94487269,5
94487657,0
94488064,0
94490236,0
94490238,1
94490240,1
94490479,0
94490656,1
94491187,0
94491609,0
94492235,1
94492430,0
94492434,1
94492436,1
94492444,1
94492450,2
94492455,1
94492456,2
94492460,0
94492468,1
94492470,0
94492475,1
94492530,1
94492655,2
94492657,2
94492658,1
94492675,2
94492870,1
94492873,1
94493045,1
94493055,1
94493461,2
94493466,1
94493624,1
94493628,1
94493633,0
94493849,2
94493850,2
94493855,1
94494006,0
94494010,1
94494018,1
94494020,1
94494327,1
94494567,1
94494691,1
94494738,1
94494741,1
94494745,1
94494869,1
94494875,1
94494879,1
94494955,0
94494973,1
94495234,1
94495311,1
94495623,0
94495628,2
94495675,1
94495834,1
94495841,0
94495845,1
94495989,1
94496002,1
94496072,0
94496080,1
94496438,0
94496910,1
94496919,1
94496973,0
94497134,1
94497136,1
94497142,1
94497145,1
94497281,1
94497282,0
94497343,1
94497346,1
94497352,1
94497562,0
94497674,1
94497680,1
94497881,2
94498314,0
94498319,2
94498322,1
94498327,1
94498398,2
94498567,1
94498568,1
94498571,2
94498576,1
94498579,1
94498581,1
94498636,1
94498899,1
94498901,2
94499232,2
94499235,0
94499245,2
94499273,2
94499274,0
94499487,2
94499704,2
94499859,2
94499896,2
94499903,1
94500046,1
94500052,1
94500054,1
94500058,1
94500063,1
94500102,1
94500456,22
94500829,0
94501530,0
94501827,1
94502037,1
94502241,1
94502311,1
94502530,2
94502661,1
94502666,1
94502668,1
94502673,1
94502677,1
94502848,2
94502858,1
94503105,0
94503517,1
94503635,2
94503923,0
94504280,0
94504542,0
94504551,2
94504553,1
94504604,2
94504736,0
94504737,1
94504743,2
94504747,2
94504764,2
94505005,0
94505013,1
94505023,0
94505215,0
94505365,0
94505369,1
94505376,0
94505548,1
94505549,1
94505606,0
94505746,0
94505752,0
94505756,1
94505796,1
94506216,0
94506416,0
94506461,0
94506465,0
94506470,0
94506630,1
94506635,0
94506637,1
94506642,0
94506647,1
94506651,1
94506653,1
94506865,1
94507300,42
94507323,1
94508080,0
94508247,1
94508689,1
94508930,0
94508936,0
94508940,0
94509369,0
94509571,11
94509751,0
94509753,2
94509754,0
94509755,0
94509792,0
94509793,0
94509960,0
94509961,0
94509963,0
94509973,18
94510172,0
94510174,0
94510175,0
94510177,0
94510179,1
94510181,0
94510183,1
94510184,0
94510187,0
94510189,0
94510414,0
94510415,0
94510649,0
94510651,0
94510652,0
94510653,0
94510898,0
94511380,0
94514058,1
94514290,1
94514292,1
94514322,1
94514325,1
94514329,1
94514334,1
94514338,1
94514688,0
94514808,1
94515377,1
94515378,1
94515379,1
94515387,1
94515391,1
94515652,3
94515663,1
94515710,0
94515711,1
94515715,1
94515863,1
94516382,1
94516383,0
94516385,1
94516727,1
94517446,1
94517550,1
94517556,5
94517721,0
94517722,0
94517723,0
94517725,0
94517867,1
94517993,1
94518289,0
94518478,3
94519453,2
94519455,1
94519457,0
94519461,1
94519650,1
94519988,1
94519993,0
94520164,0
94520483,2
94520484,0
94520570,0
94520801,1
94520927,1
94520930,1
94521033,1
94521039,1
94521042,0
94521046,0
94521047,1
94521306,0
94521307,0
94521312,0
94521317,1
94521320,0
94521323,0
94521331,0
94521573,0
94521580,0
94521585,0
94521592,1
94521628,0
94522171,1
94522313,0
94522329,1
94522478,0
94522492,1
94522574,0
94522577,1
94522959,1
94522968,1
94523189,1
94523411,1
94524019,1
94524044,1
94524285,1
94524290,1
94524299,1
94524437,1
94524538,0
94524540,1
94524691,1
94524696,1
94524704,1
94524968,1
94524970,0
94524976,1
94525163,1
94525406,1
94525412,1
94525450,1
94525453,0
94525461,2
94525472,1
94525475,1
94525599,0
94525674,1
94525687,1
94525773,1
94526114,1
94526118,1
94526771,0
94526836,1
94526849,11
94527261,2
94527610,0
94527766,3
94527768,0
94527769,0
94527774,2
94527776,0
94527778,7
94527784,1
94527979,1
94527981,1
94527991,0
94528443,2
94529167,0
94529178,0
94530422,2
94530433,1
94530846,2
94530851,0
94531039,0
94531279,2
94531283,2
94531476,2
94531479,2
94531482,2
94531485,2
94532475,2
94532524,2
94532526,1
94532536,2
94532539,1
94532541,2
94532544,2
94532741,0
94532743,3
94532744,2
94533111,1
94533151,2
94533465,3
94533471,0
94533523,0
94533578,3
94533816,0
94534184,1
94534353,0
94534434,1
94534885,1
94534995,1
94535264,0
94535593,0
94536072,0
94536995,2
94536997,0
94537787,0
94538582,1
94539254,2
94539326,0
94539333,1
94539682,2
94539856,2
94540291,0
94541396,0
94541849,2
94542043,0
94542044,1
94542054,2
94542331,0
94542699,0
94542729,0
94542976,2
94543098,0
94544717,1
94545841,1
94545965,26
94546202,1
94546473,1
94546780,1
94547034,1
94547339,1
94547341,0
94547743,0
94547744,0
94548062,1
94548252,0
94548486,1
94548488,0
94548534,0
94549919,1
94549924,2
94549927,1
94549930,2
94549932,1
94550035,1
94550038,1
94550040,1
94550146,1
94550150,1
94550162,1
94550180,0
94550558,2
94550559,1
94550670,1
94550676,1
94550681,1
94550826,1
94550835,1
94550844,1
94550845,1
94550939,1
94551050,1
94551054,1
94551060,1
94551070,1
94551083,1
94551087,0
94551089,1
94551093,1
94551136,1
94551301,1
94551304,1
94551308,1
94551310,1
94551318,1
94551327,1
94551353,1
94551361,0
94551364,1
94551529,1
94551530,0
94551532,1
94551546,1
94551585,1
94551590,1
94551591,1
94551594,1
94551771,1
94551776,0
94551778,0
94551783,3
94551795,0
94551837,1
94552029,2
94552033,0
94552050,0
94552052,1
94552076,1
94552254,1
94552307,1
94552317,1
94552330,1
94552347,2
94552349,0
94552570,1
94552585,1
94552590,2
94552701,1
94552720,1
94552723,1
94552774,1
94552873,1
94553110,1
94553113,1
94553116,1
94553117,1
94553119,1
94553122,1
94553185,0
94553186,0
94553189,1
94553197,1
94553215,1
94553345,1
94553523,1
94553528,1
94553533,1
94553539,1
94553553,1
94553575,1
94553851,0
94553902,1
94553940,0
94553946,1
94554060,1
94554096,1
94554099,1
94554101,1
94554102,1
94554105,1
94554109,2
94554110,1
94554114,2
94554131,1
94554264,1
94554283,1
94554289,1
94554292,1
94554294,1
94554298,1
94554304,1
94554306,1
94554423,1
94554505,1
94554512,1
94554521,1
94554689,1
94554692,1
94554698,1
94554770,1
94554771,1
94554775,1
94554794,1
94554808,1
94554813,1
94554816,1
94554883,1
94554886,1
94554939,1
94554967,1
94554969,1
94555045,1
94555049,1
94555053,0
94555054,1
94555059,1
94555086,2
94555087,3
94555172,1
94555238,2
94555240,0
94555241,2
94555243,2
94555246,2
94555247,2
94555249,2
94555250,2
94555252,0
94555254,2
94555340,1
94555385,1
94555387,0
94555457,1
94555461,2
94555548,8
94555665,2
94555671,0
94556093,0
94556178,2
94556183,1
94556185,2
94556254,0
94556281,1
94556468,0
94556579,1
94556945,0
94557198,1
94557212,0
94557386,3
94557506,1
94557508,1
94557511,2
94557589,1
94557593,1
94557595,1
94557816,2
94557823,2
94557892,1
94558023,2
94558090,2
94558115,1
94558123,1
94558170,0
94558263,1
94558423,1
94558586,3
94558778,2
94558790,1
94558793,1
94558797,1
94558813,1
94558992,1
94559003,1
94559012,1
94559017,1
94559023,0
94559242,1
94559246,1
94559253,1
94559260,2
94559264,1
94559478,1
94559484,1
94559487,1
94559493,1
94559963,0
94560861,1
94560882,1
94561070,0
94561072,5
94561075,4
94561077,0
94561085,2
94561090,2
94561998,2
94562003,2
94562089,1
94562224,0
94562231,1
94562232,0
94562235,0
94562629,1
94562638,1
94562746,1
94562923,1
94563333,1
94563492,1
94564583,1
94564600,1
94565125,0
94565304,2
94565316,1
94565499,1
94565779,3
94565783,1
94565789,1
94566496,0
94566516,2
94566882,1
94566886,1
94566888,0
94567988,1
94568779,1
94568940,0
94568975,1
94568991,0
94569167,1
94569171,1
94569181,0
94569786,1
94569971,0
94570338,1
94570346,1
94570350,1
94570619,1
94571079,2
94571080,1
94571112,1
94571198,1
94571327,1
94571430,1
94571738,1
94572106,3
94572162,1
94572167,2
94572168,1
94572177,2
94572178,1
94572196,2
94572205,1
94572460,1
94572567,1
94572572,1
94572774,1
94572776,1
94572809,1
94572811,1
94574392,1
94574594,0
94574595,0
94574597,0
94574599,0
94574601,0
94574604,0
94574605,0
94574607,0
94574608,0
94574609,0
94574795,0
94574796,0
94574798,0
94574800,0
94574802,0
94574803,0
94574805,0
94574806,0
94574808,0
94574810,0
94574811,0
94574812,1
94574816,0
94574819,0
94574820,1
94574821,0
94574824,0
94574826,0
94574827,1
94574829,0
94574831,0
94574832,0
94574833,0
94574834,0
94575162,1
94575619,4
94575730,0
94575798,2
94575926,2
94575993,1
94575996,1
94576047,1
94576084,1
94576276,1
94576282,1
94576439,1
94576475,0
94576482,0
94576487,0
94576492,0
94576816,0
94576899,0
94577089,0
94577278,0
94577616,1
94577619,1
94577758,2
94577935,1
94577944,0
94578021,1
94578155,1
94578157,1
94578162,1
94578262,1
94578268,1
94578517,1
94578518,1
94578519,1
94578697,1
94578706,1
94578765,1
94578766,1
94578880,1
94579045,0
94579230,2
94579276,2
94579412,1
94579459,2
94579469,1
94579472,1
94579603,1
94579607,1
94579614,1
94579617,1
94579619,1
94579627,1
94579654,2
94579656,1
94579658,1
94579662,2
94579762,2
94579793,1
94579797,1
94579818,1
94579830,1
94579834,0
94579943,3
94580347,1
94580352,4
94580354,1
94580359,1
94580361,1
94580364,2
94580370,1
94580503,1
94580727,1
94580734,1
94580882,1
94580918,1
94580977,2
94581085,1
94581094,1
94581107,1
94581117,1
94581131,1
94581134,1
94581136,1
94581366,1
94581599,1
94581605,1
94581613,1
94582041,1
94582707,1
94582990,1
94582993,0
94582996,1
94583000,2
94583001,1
94583182,1
94583368,1
94583602,1
94583710,1
94583819,1
94583836,1
94583857,1
94583862,1
94583866,1
94583872,1
94583873,1
94583878,1
94583881,1
94583889,1
94583895,1
94583904,1
94583911,1
94583950,1
94583996,1
94583999,1
94584000,1
94584001,1
94584003,1
94584145,1
94584148,1
94584149,1
94584161,1
94584188,2
94584190,1
94584191,1
94584199,0
94584203,3
94584207,1
94584208,1
94584425,1
94584440,0
94584446,1
94584450,3
94584471,1
94584476,1
94584627,0
94584677,0
94584680,0
94584715,1
94584910,0
94585289,1
94585293,1
94585374,0
94585901,1
94585936,1
94586212,2
94586215,1
94586446,1
94586501,0
94587461,2
94587584,2
94587585,2
94587896,3
94588060,2
94588062,3
94588067,2
94588069,2
94588070,2
94588071,1
94588284,1
94588292,0
94588315,2
94588326,1
94588332,0
94588335,1
94588346,1
94588562,1
94588738,1
94588745,2
94588909,1
94588910,1
94589140,2
94589145,2
94589362,2
94589363,1
94589591,0
94589843,2
94590220,4
94590258,0
94590261,2
94590361,1
94590396,1
94590406,1
94590432,2
94590556,0
94590557,2
94590564,0
94590638,2
94590642,0
94590643,0
94590645,2
94590649,1
94590650,2
94590651,1
94590655,2
94590662,1
94590663,2
94590666,1
94590667,1
94590670,2
94590754,1
94590862,3
94590913,1
94590915,2
94590917,0
94590926,22
94590977,48
94590978,2
94590979,0
94591039,2
94591100,0
94591101,0
94591102,2
94591103,0
94591108,0
94591109,0
94591114,0
94591116,0
94591117,4
94591240,7
94591303,1
94591371,1
94591378,0
94591431,1
94591500,1
94591818,3
94591824,1
94591826,0
94591828,0
94591834,0
94592663,1
94592898,2
94592901,2
94592902,2
94592906,2
94592932,2
94592933,2
94592934,2
94592936,2
94592940,2
94592943,2
94593145,1
94593149,2
94593153,2
94593155,0
94593159,2
94593167,1
94593168,0
94593195,2
94593391,2
94593393,1
94593394,2
94593400,2
94593403,1
94593404,1
94593672,2
94593934,0
94593935,0
94593939,2
94593946,1
94593947,3
94593948,2
94594137,1
94594140,2
94594146,2
94594165,2
94594349,0
94594351,2
94594354,2
94594367,2
94594567,2
94594569,2
94594574,1
94594576,2
94594581,0
94594582,2
94594583,2
94594590,0
94594591,2
94594596,2
94594601,2
94594602,2
94594604,2
94594609,2
94594613,2
94594626,1
94594628,2
94594811,0
94594813,0
94594816,2
94594820,2
94594821,2
94594824,2
94594825,1
94595077,4
94595432,5
94596056,3
94596263,1
94596265,1
94596267,0
94596268,1
94596269,0
94596270,4
94596290,2
94596461,1
94596462,1
94596465,2
94596472,4
94596474,2
94596477,1
94596479,1
94596483,2
94596486,1
94596658,0
94596659,2
94596666,2
94596667,1
94596672,2
94596674,2
94596675,2
94596676,2
94596679,2
94596684,0
94596685,2
94596867,2
94596868,2
94597300,1
94597302,0
94597305,2
94597312,1
94597313,1
94597314,2
94597318,0
94597320,2
94597332,2
94597549,2
94597755,2
94597955,2
94597958,2
94597964,2
94597966,2
94598164,1
94598200,1
94598204,1
94598212,1
94598383,0
94598410,1
94598447,1
94598451,1
94598589,1
94598599,1
94598603,1
94599349,0
94599574,1
94599580,1
94599773,1
94599808,1
94600269,2
94601087,0
94601636,1
94602068,0
94602366,0
94602742,0
94602749,1
94602764,1
94602767,1
94602770,1
94603170,4
94603361,1
94603368,2
94604475,1
94604594,2
94604824,2
94604885,0
94605083,2
94605086,1
94605189,68
94605708,0
94605714,0
94605716,0
94605726,0
94605730,1
94605731,0
94605736,0
94605742,1
94605754,1
94605757,0
94605759,1
94605959,1
94605965,0
94606116,1
94606323,1
94606324,1
94606449,0
94606739,0
94607222,1
94607491,0
94607646,0
94607684,0
94607685,0
94607696,0
94607792,1
94607801,0
94608437,0
94608554,1
94608794,1
94608891,0
94609047,0
94609055,0
94609060,0
94609074,4
94609115,0
94609191,0
94609301,0
94609611,0
94610327,0
94610352,1
94610653,74
94610775,0
94610926,1
94611081,0
94611086,1
94611102,0
94611184,0
94611187,0
94611259,1
94611543,0
94611548,1
94612074,1
94612498,1
94612772,0
94613058,0
94613337,1
94613517,1
94613560,0
94613571,0
94613643,33
94613884,1
94613905,0
94614016,0
94614204,1
94614296,1
94614512,0
94614513,0
94614518,1
94614524,0
94614536,1
94614711,0
94614712,1
94614716,1
94614720,0
94614848,3
94614854,0
94614855,0
94614863,1
94614919,0
94614924,3
94614938,0
94614939,0
94615295,1
94615357,1
94615360,48
94615565,0
94615589,1
94615591,1
94615600,1
94615656,1
94616050,0
94616051,1
94616064,1
94616382,0
94616593,0
94616641,0
94616648,0
94617273,0
94617370,1
94617384,0
94617587,0
94617859,0
94617864,0
94618169,0
94618172,0
94618187,1
94618404,0
94618782,1
94618821,3
94618824,0
94618829,1
94618831,1
94618834,0
94618842,1
94618913,0
94619248,0
94619294,0
94619297,0
94619299,0
94619753,0
94619756,0
94619995,1
94620002,1
94620003,0
94620005,0
94620924,1
94621528,132
94621815,1
94622354,2
94622717,0
94622722,0
94623012,1
94623017,1
94623588,0
94623952,1
94624161,1
94624162,0
94624270,0
94624756,1
94625230,1
94625365,0
94625375,0
94625380,0
94625381,0
94625383,0
94625621,0
94625639,1
94625729,3
94625905,0
94625908,0
94625910,1
94626168,0
94626294,1
94626304,1
94626316,0
94626455,2
94626459,1
94626460,3
94626482,3
94626483,1
94626542,1
94626602,0
94626819,0
94627492,0
94628333,65
94629030,0
94629043,0
94629046,0
94629050,0
94629346,0
94629352,1
94629492,0
94629509,0
94629537,1
94630720,5
94630737,2
94630770,0
94631179,0
94631352,0
94631354,0
94631356,0
94631452,0
94631577,1
94631812,1
94631816,0
94632169,0
94632183,1
94632193,0
94632582,0
94633285,0
94633288,0
94633290,0
94633674,0
94633794,0
94633795,0
94634047,0
94634050,0
94634448,55
94634460,0
94634465,1
94634540,0
94634688,0
94635435,0
94635672,0
94635957,0
94635960,0
94636066,0
94636081,0
94636083,0
94636584,0
94636621,0
94636673,0
94636953,0
94636956,0
94637113,0
94637539,1
94637793,0
94637816,0
94637818,0
94638027,0
94638034,1
94638261,1
94638468,1
94638471,1
94638472,1
94639077,0
94639081,0
94639295,1
94639862,1
94640020,0
94640142,1
94640162,1
94640165,0
94640369,0
94640561,78
94640749,0
94640777,0
94640785,0
94641060,1
94641099,0
94641121,0
94641123,0
94641128,0
94641480,0
94641667,0
94641772,0
94641912,1
94642399,0
94642680,0
94643023,1
94643455,1
94643463,0
94643466,1
94643484,1
94643490,0
94643491,0
94643551,0
94643962,0
94643971,1
94644287,1
94644312,1
94644518,1
94644521,0
94644580,1
94645299,0
94645488,2
94645491,3
94645492,2
94645507,0
94645515,1
94645598,0
94645773,3
94645781,0
94645795,0
94645823,0
94645988,1
94646762,0
94646776,1
94646800,1
94646911,0
94647327,0
94647328,0
94647461,0
94647490,1
94647500,1
94647508,1
94647531,0
94647662,0
94647664,0
94647669,0
94647713,1
94647719,1
94647778,1
94647967,1
94648027,1
94648051,1
94648055,1
94648059,1
94648067,1
94648249,1
94648288,1
94648294,1
94648477,1
94648505,1
94648506,1
94648557,84
94648569,1
94648699,1
94648707,1
94648714,1
94648717,1
94648732,1
94648933,1
94649250,0
94649251,0
94649886,1
94649892,1
94649981,0
94650050,0
94650059,0
94650063,0
94650066,0
94650068,0
94650072,0
94650075,1
94650077,0
94650084,16
94650166,1
94650167,1
94650424,0
94650425,1
94651592,3
94652039,1
94652304,1
94652639,1
94652642,1
94652645,1
94652965,1
94652970,1
94652971,1
94652978,1
94652988,1
94653109,1
94653111,1
94653127,1
94653194,2
94653404,2
94653449,1
94653455,1
94653461,1
94653529,1
94653535,1
94653571,1
94653819,5
94653821,10
94653822,1
94653823,1
94653825,1
94653828,3
94653835,1
94653844,1
94653853,1
94653854,1
94653855,2
94654057,1
94654059,0
94654067,1
94654068,2
94654119,19
94654120,1
94654122,1
94654124,0
94654125,0
94654126,0
94654128,1
94654129,0
94654130,1
94654132,1
94654133,1
94654134,1
94654135,1
94654136,1
94654137,1
94654138,1
94654139,1
94654140,1
94654142,1
94654144,0
94654151,22
94654153,0
94654154,0
94654155,0
94654156,1
94654160,0
94654161,1
94654162,1
94654163,0
94654164,0
94654166,1
94654168,0
94654171,0
94654172,1
94654174,0
94654176,0
94654255,1
94654256,1
94654257,0
94654258,0
94654259,1
94654261,0
94654262,1
94654263,1
94654269,1
94654271,1
94654272,1
94654352,2
94654488,2
94654491,1
94654736,1
94654982,1
94654985,2
94655096,1
94655149,1
94655204,3
94655217,0
94655360,1
94655492,1
94655507,2
94655536,1
94655625,1
94655633,1
94656360,1
94656362,1
94656365,1
94656372,1
94656587,1
94656593,1
94656599,1
94656772,1
94656776,1
94656830,1
94656831,1
94656834,1
94656838,1
94657190,1
94657193,1
94657210,1
94657217,2
94657637,1
94657918,1
94658274,1
94658328,1
94658407,1
94658603,2
94658609,1
94658613,1
94658740,1
94658758,1
94658762,1
94658771,1
94658866,1
94659090,1
94659208,1
94659213,1
94659218,1
94659293,1
94659294,1
94659295,1
94659523,1
94659955,1
94660081,1
94660086,1
94660090,1
94660091,1
94660366,1
94660514,1
94660518,1
94660546,1
94660550,1
94660578,1
94660583,0
94660763,1
94660890,1
94660893,1
94660894,1
94660898,1
94660908,1
94660913,2
94660915,1
94661141,1
94661147,1
94661149,1
94661586,1
94661604,1
94661609,1
94661611,1
94661615,1
94661619,1
94661845,1
94661849,1
94662054,1
94662170,1
94662177,1
94662180,1
94662182,6
94662188,0
94662189,2
94662192,1
94662199,1
94662449,1
94662571,0
94662578,1
94662582,1
94662641,1
94662651,3
94662657,0
94662788,1
94662890,1
94663003,1
94663107,1
94663125,8
94663152,5
94663187,0
94663188,1
94663190,1
94663194,1
94663332,9
94663381,1
94663385,1
94663426,1
94663522,2
94663602,1
94663604,1
94663609,1
94663615,1
94663694,1
94663698,3
94663701,1
94663973,1
94664199,1
94664203,1
94664355,1
94664358,1
94664362,1
94664385,1
94664389,1
94664391,1
94664429,1
94664442,13
94664939,1
94664954,1
94665025,0
94665154,1
94665156,1
94665173,1
94665177,1
94665179,1
94665183,1
94665206,0
94665427,0
94665523,16
94665559,1
94665776,3
94665886,1
94665892,0
94665894,0
94665898,1
94665899,0
94665910,1
94665929,22
94666127,1
94666128,0
94666148,1
94666258,1
94666308,1
94666310,1
94666316,1
94666332,1
94666344,1
94666346,1
94666349,1
94666377,0
94666378,1
94666603,1
94666607,1
94666627,1
94667282,2
94667285,1
94667412,1
94667421,1
94667424,1
94667427,1
94667432,1
94667434,1
94667467,2
94667468,3
94667469,1
94667470,2
94667472,1
94667474,2
94667480,1
94667938,0
94667951,1
94668014,1
94668164,1
94668174,1
94668176,1
94668364,1
94668367,1
94668371,1
94668506,1
94668511,2
94668514,1
94668517,1
94668564,1
94668565,1
94668573,1
94668576,1
94668687,1
94668689,1
94668692,1
94668695,1
94668707,4
94669059,1
94669061,0
94669063,1
94669065,1
94669066,1
94669069,1
94669074,1
94669075,2
94669104,2
94669105,2
94669108,2
94669112,2
94669481,2
94669708,1
94669716,23
94669865,1
94669866,1
94669892,1
94669895,1
94670059,1
94670068,5
94670101,1
94670748,1
94670953,2
94670962,2
94671178,1
94671179,2
94671185,2
94671187,1
94671358,1
94671377,1
94671399,2
94671405,2
94671406,2
94671428,2
94671433,1
94671439,2
94671571,2
94671573,1
94671576,2
94671647,1
94671654,1
94671657,1
94671783,2
94671862,2
94672008,2
94672011,2
94672013,2
94672035,1
94672066,1
94672205,0
94672209,1
94672215,1
94672218,1
94672399,2
94672434,1
94672441,1
94672569,1
94672570,1
94672573,2
94672586,1
